filename,pose_id,pose_name,keypoints,angles
Akarna_Dhanurasana_103.jpg,35,Shooting Bow,"[[(111, 80, 0.83432114), (130, 89, 0.7739588), (116, 99, 0.6916234), (89, 117, 0.5676114), (58, 132, 0.42935058), (145, 79, 0.68795466), (169, 59, 0.72323084), (163, 99, 0.13481045), (164, 79, 0.6901037), (135, 139, 0.4327176), (96, 151, 0.14899811), (155, 137, 0.3929751), (96, 153, 0.28084844), (107, 79, 0.8404252), (112, 75, 0.8525338), (121, 74, 0.7005232)]]","[144.46232220802563, -33.690067525979785, 146.30993247402023, 154.17900802581073, -39.80557109226519, 98.53076560994813, -16.389540334034784, 115.79602649449996, 162.89727103094762, 62.487997376148556, 164.82708465447473, -81.54497232282256, -154.65382405805332, -78.69006752597979, -30.96375653207352]"
Akarna_Dhanurasana_104.jpg,35,Shooting Bow,"[[(128, 84, 0.7593484), (114, 93, 0.5387872), (110, 95, 0.59113574), (120, 124, 0.33586413), (133, 99, 0.111288615), (127, 154, 0.10708656), (114, 90, 0.39492717), (133, 99, 0.64136004), (140, 80, 0.53977716), (100, 139, 0.21656068), (109, 133, 0.1402585), (124, 80, 0.8881115), (129, 80, 0.7841402), (114, 75, 0.7619542)]]","[153.434948822922, 77.96940390346214, 70.97439396243132, -62.52556837372287, -101.4819913547481, 25.34617594194669, -26.56505117707799, 124.13594007791228, -33.690067525979785, -52.43140797117251, 0.0, -161.565051177078, -32.7352262721076]"
Akarna_Dhanurasana_106.jpg,35,Shooting Bow,"[[(104, 89, 0.8133855), (104, 95, 0.78637797), (95, 100, 0.66626906), (95, 118, 0.69026524), (95, 135, 0.6914194), (113, 89, 0.56708753), (120, 65, 0.708218), (119, 78, 0.5682938), (109, 132, 0.5526866), (95, 149, 0.4459847), (123, 124, 0.43342844), (104, 147, 0.18050592), (133, 105, 0.1777396), (133, 124, 0.13757764), (100, 85, 0.8892745), (108, 84, 0.79651386), (94, 86, 0.7524611), (110, 84, 0.19002524)]]","[150.94539590092285, -33.690067525979785, 90.0, 90.0, -73.73979529168804, 94.39870535499554, 82.30394827798344, 129.47245984834385, -41.76029970389787, 90.0, -55.37584492005105, 90.0, -90.0, -135.0, 170.53767779197437, -51.34019174590991, 0.0, -46.8476102659946, -171.0273733851036]"
Akarna_Dhanurasana_107.jpg,35,Shooting Bow,"[[(116, 108, 0.11370367), (131, 122, 0.73836774), (144, 114, 0.6350908), (163, 94, 0.64545995), (145, 104, 0.19418666), (117, 128, 0.7179005), (89, 138, 0.66081995), (64, 143, 0.6409639), (154, 157, 0.58345217), (163, 127, 0.33043876), (64, 161, 0.14736244), (135, 161, 0.57090706), (97, 157, 0.72965753), (60, 161, 0.35830584), (117, 104, 0.18179254), (132, 104, 0.40613618), (121, 109, 0.64023787)]]","[-31.6075022462489, 156.80140948635182, -46.46880071438583, 150.94539590092285, 160.3461759419467, 168.6900675259798, 56.6893691754392, -73.30075576600639, 161.04576830048882, 84.14398641457105, -173.99099404250546, 173.8298249049704, -136.97493401088198, -75.96375653207353, 51.34019174590991, -14.036243467926479, -78.11134196037202]"
Akarna_Dhanurasana_111.jpg,35,Shooting Bow,"[[(135, 94, 0.46349445), (140, 113, 0.114112124), (98, 123, 0.29953006), (63, 129, 0.3412695), (184, 102, 0.23214608), (131, 89, 0.24680552), (139, 85, 0.49342343), (150, 84, 0.15392698)]]","[166.6075022462489, -110.55604521958347, 170.2724214485984, -12.578935237493054, -26.56505117707799, -5.194428907734806, -104.74356283647074]"
Akarna_Dhanurasana_118.jpg,35,Shooting Bow,"[[(138, 76, 0.44432828), (171, 93, 0.25235605), (181, 85, 0.10468064), (167, 36, 0.22497834), (162, 98, 0.18068846), (114, 114, 0.62783843), (75, 123, 0.6575344), (181, 149, 0.14224029), (143, 70, 0.6054674), (159, 75, 0.3361241)]]","[-38.65980825409009, 159.77514056883192, -105.94539590092286, 94.61064931866062, 167.0053832080835, 13.781597235653626, -140.5993393365206, 17.35402463626132, -152.74467162505695]"
Akarna_Dhanurasana_12.jpg,35,Shooting Bow,"[[(115, 91, 0.13331735), (111, 99, 0.12882537), (136, 118, 0.15242562), (116, 85, 0.14407831)]]","[37.23483398157467, -121.21840276434638, -63.43494882292201]"
Akarna_Dhanurasana_121.jpg,35,Shooting Bow,"[[(138, 99, 0.8519739), (129, 108, 0.66924727), (115, 104, 0.624784), (85, 114, 0.56368345), (109, 104, 0.3915609), (104, 69, 0.14031786), (114, 85, 0.6443027), (144, 110, 0.65787315), (162, 124, 0.58107877), (182, 129, 0.70183283), (109, 148, 0.46505755), (85, 119, 0.5177838), (186, 162, 0.2715078), (134, 148, 0.37793064), (153, 128, 0.6464444), (152, 154, 0.12567617), (133, 94, 0.83572483), (142, 95, 0.78806), (124, 94, 0.7864532), (144, 95, 0.1752381)]]","[-164.05460409907712, -122.66091272167381, 161.565051177078, -22.619864948040426, 57.9946167919165, 39.80557109226519, 25.866356794094518, 14.036243467926479, 165.41108126712535, 165.96375653207352, 23.061519532293534, -164.9315118405078, -45.0, 62.65012421993013, -120.46554491945989, 75.71890426402918, -99.61972779969886, -18.43494882292201, 40.763605200941164]"
Akarna_Dhanurasana_127.jpg,35,Shooting Bow,"[[(109, 56, 0.8076548), (109, 80, 0.60506326), (94, 80, 0.5948332), (95, 128, 0.40138057), (123, 80, 0.47674835), (158, 85, 0.14227067), (90, 138, 0.18379499), (119, 138, 0.1559397), (104, 51, 0.81070846), (114, 51, 0.8203818), (99, 55, 0.64502203), (123, 56, 0.53427184)]]","[180.0, 5.826342029555775, 88.80651057601797, -59.743562836470744, 142.06672971640108, 0.0, -99.7824070318073, 0.0, 165.06858282186246, -59.743562836470744, -90.0]"
Akarna_Dhanurasana_129.jpg,35,Shooting Bow,"[[(119, 80, 0.880793), (134, 94, 0.30190736), (115, 99, 0.14511086), (147, 94, 0.44834027), (200, 114, 0.4634559), (123, 113, 0.4001318), (90, 129, 0.6267542), (113, 71, 0.73591965), (129, 70, 0.86646986), (104, 75, 0.5542023), (144, 70, 0.7700171)]]","[165.25643716352928, 120.06858282186246, -8.880659150520245, 20.67442476087389, 154.13364320590549, -68.36911316348207, -101.76828893202065, 168.6900675259798, -7.125016348901798, -136.97493401088198]"
Akarna_Dhanurasana_144.jpg,35,Shooting Bow,"[[(84, 105, 0.581748), (55, 129, 0.6563443), (70, 137, 0.4955473), (100, 151, 0.41872177), (153, 163, 0.12899864), (41, 122, 0.44408345), (46, 188, 0.26149035), (27, 182, 0.20717801), (80, 100, 0.66705614), (66, 104, 0.7368519)]]","[28.072486935852957, -153.434948822922, 25.016893478100023, 12.757532160876679, 85.66768601681149, -162.47443162627712, -49.23639479905884, 164.05460409907712, -39.61068824002659]"
Akarna_Dhanurasana_146.jpg,35,Shooting Bow,"[[(143, 120, 0.4969953), (143, 81, 0.21331221), (94, 119, 0.19681571), (130, 109, 0.34625584), (138, 71, 0.29641452), (148, 109, 0.11607525), (153, 75, 0.28007057)]]","[142.20605700138327, 79.8753283446022, -15.524110996754258, -78.11134196037202, -81.63411387596742, 90.0]"
Akarna_Dhanurasana_16.jpg,35,Shooting Bow,"[[(123, 80, 0.37781835), (143, 94, 0.1064), (157, 95, 0.119876854), (192, 65, 0.38047257), (153, 75, 0.37033165), (128, 128, 0.1749972), (144, 140, 0.25853667), (119, 75, 0.48656932), (128, 75, 0.36444864), (139, 71, 0.18597928)]]","[4.085616779974877, 113.80594351845772, -40.60129464500447, 165.6186054089094, 36.86989764584402, -111.03751102542182, -128.29016319224309, -19.98310652189998, -145.00797980144134]"
Akarna_Dhanurasana_160.jpg,35,Shooting Bow,"[[(80, 59, 0.78436065), (80, 66, 0.8333469), (71, 66, 0.7279395), (74, 80, 0.65298617), (80, 94, 0.59593457), (86, 65, 0.74266845), (95, 66, 0.5223197), (99, 65, 0.52975136), (75, 85, 0.6806051), (79, 100, 0.3276532), (51, 85, 0.24175611), (85, 85, 0.69814783), (85, 104, 0.64253664), (81, 123, 0.4062484), (56, 85, 0.11315425), (79, 56, 0.7313569), (81, 56, 0.75829697), (75, 57, 0.62572676), (85, 56, 0.37274146)]]","[180.0, -9.462322208025617, 77.9052429229879, 66.80140948635182, 6.34019174590991, -14.036243467926479, 104.74356283647074, 75.06858282186245, -151.82140989004085, 75.25643716352927, 90.0, 101.88865803962798, -90.0, 132.70938995736148, -49.23639479905884, -108.43494882292202, 165.96375653207352, -66.03751102542182, -119.05460409907714]"
Akarna_Dhanurasana_163.jpg,35,Shooting Bow,"[[(97, 84, 0.83850163), (88, 100, 0.66288567), (73, 98, 0.60753435), (48, 54, 0.52848583), (169, 181, 0.24833734), (54, 71, 0.5831047), (103, 104, 0.6465187), (126, 128, 0.7507743), (113, 41, 0.57287836), (172, 181, 0.11042129), (150, 147, 0.7227678), (89, 54, 0.5944636), (74, 147, 0.29675114), (53, 56, 0.21840514), (36, 84, 0.3557217), (22, 124, 0.5010966), (96, 149, 0.27832288), (88, 60, 0.20626752), (54, 86, 0.1561412), (26, 123, 0.11713107), (92, 79, 0.7980266), (102, 80, 0.90190905), (83, 76, 0.6513905), (107, 81, 0.3510598)]]","[-172.40535663140858, -139.53777250790665, -119.6044507460049, 46.3859178508122, 33.95905981967627, 46.2188752351313, -67.03622694014545, 67.14805215108434, -122.90524292298791, -88.75463573323165, 99.16234704572172, -102.9946167919165, -60.64224645720873, 180.0, 47.290610042638534, 151.92751306414706, -44.11859600341786, -68.45902408146156, 61.69924423399363]"
Akarna_Dhanurasana_17.jpg,35,Shooting Bow,"[[(119, 94, 0.7014819), (95, 99, 0.66632426), (76, 85, 0.5097978), (41, 110, 0.44822866), (51, 60, 0.6957938), (89, 70, 0.619916), (114, 110, 0.5812378), (149, 124, 0.636221), (187, 133, 0.7342748), (51, 134, 0.16686478), (70, 152, 0.23488921), (115, 85, 0.5965024), (120, 90, 0.41980106), (104, 80, 0.4863064)]]","[-143.61564818416412, -101.6893691754392, 144.46232220802563, -78.69006752597979, 57.9946167919165, 21.80140948635181, 20.282559088916607, 179.57871509583143, 43.45184230102203, -34.99202019855866, 45.0, -147.9946167919165, -11.768288932020644]"
Akarna_Dhanurasana_173.jpg,35,Shooting Bow,"[[(119, 75, 0.77748626), (129, 94, 0.44973865), (128, 90, 0.3586006), (100, 57, 0.3783084), (99, 70, 0.26492772), (132, 96, 0.61986166), (118, 124, 0.6026649), (99, 152, 0.58113086), (117, 129, 0.31236133), (94, 153, 0.11083604), (123, 134, 0.53681034), (104, 162, 0.53028667), (80, 192, 0.4130336), (119, 70, 0.7798451), (124, 71, 0.7480535), (137, 75, 0.8104435)]]","[-104.03624346792648, 33.690067525979785, -130.3141001604973, 94.39870535499554, 116.56505117707799, 124.15969454566944, 108.92464441605124, 133.7811247648687, -33.231711067979354, 110.18580300946486, 128.6598082540901, -72.27237054562225, -117.75854060106003, -38.65980825409009, 0.0]"
Akarna_Dhanurasana_19.jpg,35,Shooting Bow,"[[(88, 86, 0.67750883), (74, 100, 0.52199847), (58, 99, 0.42874238), (22, 118, 0.5783899), (63, 103, 0.40982014), (93, 104, 0.57181555), (120, 123, 0.55050766), (154, 137, 0.44786885), (55, 147, 0.12426499), (83, 147, 0.18727148), (101, 123, 0.150375), (84, 81, 0.6535002), (92, 83, 0.7342596), (73, 79, 0.6514699)]]","[-176.42366562500266, 11.888658039627975, 152.17590361574673, -20.095231191904816, 35.134193056915635, 22.380135051959574, 112.01128319791937, 0.0, -53.13010235415598, -62.24145939893998, 14.036243467926479, -168.11134196037204, -45.0]"
Akarna_Dhanurasana_2.jpg,35,Shooting Bow,"[[(98, 93, 0.4564184), (83, 100, 0.55316484), (68, 85, 0.4387991), (41, 56, 0.51286435), (74, 70, 0.35326248), (97, 115, 0.50725466), (131, 133, 0.6000921), (164, 143, 0.5609628), (40, 124, 0.15064645), (35, 119, 0.15883522), (60, 139, 0.15184124), (97, 84, 0.4830824), (103, 89, 0.528509), (88, 79, 0.34267348)]]","[-135.0, 46.97493401088198, -132.9545915111128, 22.98871680208064, 27.89727103094763, 16.85839876773828, 150.8323866204222, -135.0, 38.65980825409009, -48.81407483429036, 39.80557109226519, -146.30993247402023, -25.016893478100023]"
Akarna_Dhanurasana_20.jpg,35,Shooting Bow,"[[(114, 90, 0.45762613), (90, 95, 0.6675207), (104, 104, 0.55037135), (137, 115, 0.31859276), (76, 85, 0.47818485), (76, 143, 0.294666), (60, 138, 0.31851763), (113, 85, 0.514151), (104, 85, 0.6550165), (166, 41, 0.11387652)]]","[32.7352262721076, 106.26020470831196, 18.43494882292201, -153.81188930251915, -162.6459753637387, -45.0, -35.53767779197438, -35.36246188706905, -11.768288932020644]"
Akarna_Dhanurasana_200.jpg,35,Shooting Bow,"[[(129, 46, 0.7791795), (157, 70, 0.20401259), (148, 65, 0.12340111), (158, 75, 0.21322134), (104, 110, 0.46102646), (62, 148, 0.54230875), (126, 36, 0.69097847), (138, 36, 0.8183786), (162, 36, 0.7803876)]]","[-150.94539590092285, 140.61220322932488, 45.0, 147.05078488340956, -60.25511870305778, 0.0, -81.63411387596742, -139.39870535499554]"
Akarna_Dhanurasana_21.jpg,35,Shooting Bow,"[[(114, 80, 0.87828046), (133, 90, 0.78140616), (118, 100, 0.66104496), (93, 118, 0.66008997), (52, 133, 0.48295262), (147, 79, 0.64357114), (206, 113, 0.6247009), (172, 59, 0.7287868), (172, 108, 0.5874227), (166, 79, 0.5989396), (143, 139, 0.545277), (99, 153, 0.29007977), (45, 163, 0.16663258), (168, 128, 0.48737234), (109, 79, 0.8549195), (114, 75, 0.91427577), (124, 74, 0.71693975)]]","[146.30993247402023, -38.15722658736906, 144.24611274556327, 159.90476880809518, 29.953608167801498, -122.19573393471325, 24.77514056883192, -101.6893691754392, 110.9734934213208, 118.35496178532405, 169.5085229876684, -15.883853733921075, -152.24145939893998, -168.6900675259798, -18.43494882292201, -90.0, -167.7352262721076]"
Akarna_Dhanurasana_229.jpg,35,Shooting Bow,"[[(115, 94, 0.7832927), (124, 108, 0.7166362), (110, 113, 0.662679), (94, 129, 0.61955106), (75, 144, 0.3872059), (138, 101, 0.6730981), (158, 109, 0.5435439), (149, 110, 0.18343803), (119, 143, 0.5053695), (90, 153, 0.13979958), (70, 157, 0.1518735), (138, 143, 0.5078808), (99, 154, 0.20761643), (70, 158, 0.14147942), (114, 90, 0.82188684), (119, 90, 0.8688926), (128, 90, 0.68423873)]]","[160.3461759419467, -26.56505117707799, 135.0, 141.70983680775691, 21.80140948635181, 173.6598082540901, 98.13010235415598, 160.97439396243132, 168.6900675259798, 68.19859051364818, 164.24882633654698, 172.1466866980218, -122.7352262721076, -104.03624346792648, 0.0, -45.0, -132.27368900609375]"
Akarna_Dhanurasana_25.jpg,35,Shooting Bow,"[[(119, 113, 0.66197604), (99, 109, 0.40217257), (89, 103, 0.26768318), (47, 119, 0.58330786), (66, 76, 0.4825667), (90, 123, 0.28766003), (89, 94, 0.60151535), (113, 115, 0.15016645), (134, 127, 0.17901833), (182, 144, 0.12829088), (182, 142, 0.1290778), (119, 108, 0.72666985), (109, 103, 0.6679497)]]","[-149.03624346792648, 122.7352262721076, 159.14554196042167, -66.16125981682828, -91.97493401088198, 41.18592516570965, 27.216111557307478, 19.50244850666222, -90.0, -2.8624052261117474, -153.434948822922, 11.309932474020213]"
Akarna_Dhanurasana_26.jpg,35,Shooting Bow,"[[(104, 108, 0.46531773), (132, 114, 0.6853798), (114, 123, 0.6658921), (80, 147, 0.59125054), (202, 119, 0.2969757), (42, 154, 0.5300456), (148, 105, 0.5805154), (203, 119, 0.2207067), (187, 90, 0.7892008), (157, 91, 0.6075919), (143, 167, 0.42223185), (85, 177, 0.28854224), (167, 159, 0.3888269), (162, 182, 0.122026324), (105, 104, 0.4333999), (115, 99, 0.41112563)]]","[153.434948822922, 156.03751102542182, 144.78240703180728, -12.925999124705953, -24.809408375459544, 14.281095735970823, -23.574706201912615, 178.09084756700364, 100.4374753511182, 126.7241071729248, -12.380756928807177, 102.2647737278924, -167.90524292298792, -75.96375653207353, -39.28940686250036]"
Akarna_Dhanurasana_263.jpg,35,Shooting Bow,"[[(64, 123, 0.11726143), (111, 127, 0.1212079), (120, 148, 0.18792602)]]","[66.80140948635182, -175.1354855622395]"
Akarna_Dhanurasana_269.jpg,35,Shooting Bow,"[[(109, 105, 0.36354768), (125, 105, 0.60846514), (124, 91, 0.3668063), (105, 84, 0.16365944), (124, 118, 0.58624804), (104, 129, 0.61029696), (83, 138, 0.70856124), (144, 129, 0.3638527), (138, 134, 0.50992584), (104, 138, 0.27127758), (109, 104, 0.3648731), (118, 104, 0.517763)]]","[-94.08561677997488, 131.18592516570965, -159.77514056883192, 60.80251395393553, 156.80140948635182, -8.3929251873925, 65.85445803957835, 173.29016319224309, -81.63411387596742, -171.86989764584402, 180.0]"
Akarna_Dhanurasana_28.jpg,35,Shooting Bow,"[[(93, 84, 0.7133949), (90, 95, 0.7207782), (76, 94, 0.50793046), (65, 85, 0.7249136), (85, 95, 0.58822644), (104, 99, 0.7273752), (128, 99, 0.70376873), (153, 95, 0.8020262), (71, 130, 0.33050954), (51, 119, 0.8207025), (76, 143, 0.23501483), (90, 134, 0.32851288), (89, 80, 0.85122883), (95, 80, 0.86725277), (84, 83, 0.6710952), (99, 83, 0.60723865)]]","[-175.91438322002512, 15.945395900922854, -140.71059313749967, 26.56505117707799, 0.0, -9.090276920822323, 118.49563861824498, -151.18920625702694, 43.830860672092584, 90.0, -91.06091169026423, 0.0, -74.74488129694222, -173.6598082540901, -9.462322208025617]"
Akarna_Dhanurasana_31.jpg,35,Shooting Bow,"[[(128, 157, 0.21593358), (84, 60, 0.106077045), (122, 148, 0.2764495), (129, 149, 0.19693638), (108, 153, 0.2788773)]]","[66.644435140714, 8.13010235415598, 169.21570213243743, 65.60056407582488]"
Akarna_Dhanurasana_34.jpg,35,Shooting Bow,"[[(106, 99, 0.19893816), (74, 60, 0.10623711)]]",[50.63068275763526]
Akarna_Dhanurasana_35.jpg,35,Shooting Bow,"[[(108, 75, 0.69193786), (89, 89, 0.6257257), (66, 79, 0.4782235), (26, 113, 0.14388718), (42, 56, 0.6495737), (80, 90, 0.51170945), (66, 60, 0.67443097), (108, 96, 0.5138971), (143, 112, 0.43940198), (182, 123, 0.37292498), (55, 133, 0.15118958), (193, 148, 0.11487309), (86, 137, 0.14845714), (148, 148, 0.22778416), (192, 152, 0.21321182), (104, 70, 0.8254401), (109, 70, 0.54626316), (89, 67, 0.5896423)]]","[-156.50143432404792, 173.6598082540901, 139.63546342690265, -74.32047587758075, -115.01689347810004, 40.60129464500447, 23.070412249824653, 15.751173663453027, 175.49781050795903, 29.566575504777145, -174.1303995569853, 10.06068979532297, -36.384351815835885, 42.510447078000844, -135.34724289708578, -128.6598082540901, -168.6900675259798, -27.5528115767178, -34.59228868750995]"
Akarna_Dhanurasana_39.jpg,35,Shooting Bow,"[[(113, 79, 0.7496011), (122, 90, 0.49151596), (108, 84, 0.28431597), (75, 94, 0.34375215), (103, 70, 0.13950606), (132, 99, 0.45643833), (117, 132, 0.45577496), (100, 152, 0.4605312), (108, 130, 0.2776017), (128, 143, 0.39145237), (88, 182, 0.13875514), (109, 74, 0.73194337), (118, 74, 0.79252476), (132, 75, 0.7309473)]]","[-156.80140948635182, 41.98721249581666, 163.14160123226173, -40.60129464500447, 114.44395478041653, 130.36453657309735, 109.29004621918874, 33.02386755579665, 135.72522429905925, -129.0938588862295, 0.0, 4.085616779974877, -129.28940686250036]"
Akarna_Dhanurasana_40.jpg,35,Shooting Bow,"[[(119, 84, 0.76238626), (144, 90, 0.771886), (157, 80, 0.71068877), (159, 59, 0.6617707), (143, 65, 0.62389016), (130, 99, 0.61645955), (94, 124, 0.682731), (65, 138, 0.62834305), (162, 148, 0.41674128), (152, 148, 0.4770735), (85, 159, 0.43782324), (42, 166, 0.23977697), (119, 79, 0.7396734), (129, 75, 0.8195533)]]","[-37.568592028827496, 147.2647737278924, -84.55966796899449, 159.44395478041653, 145.22216863363613, 154.23067237566127, 72.75854060106002, 180.0, 170.676408221862, 143.31027716752422, -48.489324905796394, -21.80140948635181, -166.5042667192042]"
Akarna_Dhanurasana_42.jpg,35,Shooting Bow,"[[(121, 81, 0.7552218), (132, 99, 0.7260463), (116, 99, 0.70046866), (87, 122, 0.6395933), (53, 132, 0.526658), (149, 98, 0.59825164), (164, 110, 0.56281155), (184, 60, 0.35835695), (151, 84, 0.57970506), (130, 148, 0.3615803), (83, 157, 0.123442635), (154, 146, 0.351629), (117, 78, 0.6868917), (125, 78, 0.71659124), (136, 75, 0.74433875)]]","[180.0, -3.3664606634298013, 141.581944655178, 163.61045966596524, 38.65980825409009, -68.19859051364818, -38.29016319224307, 108.16595652922554, 169.15969454566945, 64.91640599380908, -118.55139187296018, 0.0, -121.42956561483851, -21.80140948635181]"
Akarna_Dhanurasana_43.jpg,35,Shooting Bow,"[[(120, 105, 0.5753403), (133, 105, 0.6517495), (114, 114, 0.64041805), (84, 129, 0.51650274), (47, 138, 0.3325082), (152, 94, 0.5061717), (173, 61, 0.50603676), (143, 153, 0.30678362), (91, 162, 0.12891434), (202, 124, 0.11439513), (168, 139, 0.18813169), (202, 123, 0.18668184), (118, 104, 0.5737715), (124, 101, 0.59894794), (133, 94, 0.64916635)]]","[154.65382405805332, -30.068582821862453, 153.434948822922, 166.32869286780416, -57.52880770915151, 108.06047193619918, 126.3843518158359, -18.89824691526381, 156.1940564815423, 14.620873988631656, -167.25471052686714, -26.56505117707799, 180.0, -40.23635830927382]"
Akarna_Dhanurasana_434.jpg,35,Shooting Bow,"[[(112, 66, 0.7711113), (88, 94, 0.72604775), (68, 89, 0.48511714), (17, 108, 0.5546052), (45, 146, 0.3091092), (110, 99, 0.62663424), (140, 118, 0.5723269), (178, 132, 0.45284203), (53, 153, 0.19898923), (82, 158, 0.26712468), (106, 61, 0.76873857), (112, 61, 0.64777046), (88, 64, 0.60700965)]]","[-165.96375653207352, 12.804266065286752, 159.56717132060132, 53.615648184164115, 32.34744349944203, 20.224859431168078, 120.67728002179645, 9.782407031807287, -76.10282368498464, -53.97262661489639, 172.8749836510982, -49.398705354995535]"
Akarna_Dhanurasana_45.jpg,35,Shooting Bow,"[[(100, 60, 0.62150586), (94, 51, 0.7256197), (108, 51, 0.50156724), (70, 51, 0.19545174)]]","[0.0, 180.0, 56.309932474020215]"
